A	Coef.DKOvsDFC	Coef.CrATKOvsCrATFL	Coef.DKOvsCrATKO	Coef.DFCvsCrATFL	t.DKOvsDFC	t.CrATKOvsCrATFL	t.DKOvsCrATKO	t.DFCvsCrATFL	p.value.DKOvsDFC	p.value.CrATKOvsCrATFL	p.value.DKOvsCrATKO	p.value.DFCvsCrATFL	F	F.p.value	Res.DKOvsDFC	Res.CrATKOvsCrATFL	Res.DKOvsCrATKO	Res.DFCvsCrATFL
43	11.6960001618363	0.00877048728543883	-0.0126867959066104	-0.00097503295027046	-0.0224323161423197	0.0949539316972404	-0.168223556984488	-0.0115637619888922	-0.266044306151309	0.926528401375182	0.870299535772542	0.991037633155125	0.796477266703903	0.025282844672515	0.994156309344886	0	0	0	0
44	14.3395861310241	0.0408398085803405	-0.0023093668231926	0.00761880773070267	-0.0355303676728305	0.671412532273631	-0.0464990732614254	0.137209247427914	-0.639876366689269	0.51959465918381	0.963974998924154	0.894025928399827	0.538934389054467	0.193098022900505	0.898363432247409	0	0	0	0
45	7.39499310194468	-0.342516428745679	0.178224639081106	-0.247258279967718	0.273482787859066	-3.09947750946953	1.97524265528619	-2.45102955996228	2.71098867658135	0.0134549080573346	0.0811769294231653	0.037888910689642	0.0249534664595326	4.51404458337539	0.0359776145164945	0	0	0	0
46	12.8776685663036	0.166864529538723	-0.0581064602197792	0.0879379647367067	-0.137033025021795	1.3562641995001	-0.578429346643015	0.782973931374387	-1.22010199634122	0.209572276470925	0.577814977646734	0.454676142941494	0.254847866273108	0.756524520164775	0.547162535908236	0	0	0	0
47	4.41713840332709	-0.533278118173167	0.40225833860382	-0.316903294436869	0.618633162340118	-1.9194238389378	1.77324116898772	-1.2494949281844	2.43916365755749	0.0886716150665054	0.111523920033748	0.244440652199011	0.0386192168887343	2.51207598656659	0.127422127556369	0	0	0	0
48	9.70404224089321	-0.215960591646994	0.124058766422481	-0.167067120965672	0.172952237103802	-1.6078149246511	1.13118759822181	-1.36252085597728	1.41051709504395	0.143929910045644	0.288553414569123	0.207667177974433	0.193541287379962	1.28860201126131	0.338873713262007	0	0	0	0
49	11.9599201187538	0.0213096852327599	0.0240260962766818	0.0581593938868536	0.0608758049307756	0.306590005067143	0.423359978460168	0.916624482283005	0.959436635237123	0.766453062639971	0.682429944827435	0.384340261138998	0.363551428714278	0.677677920301433	0.588273335515901	0	0	0	0
50	11.8793992944652	0.0617185066052333	-0.122077485814078	0.07771281222605	-0.106083180193261	0.80106527823626	-1.94058962357574	1.10493249816026	-1.50830667358649	0.444675402476203	0.0857552490102196	0.299161384543974	0.167325392118952	1.49631634327533	0.283327984439064	0	0	0	0
51	12.38000614392	0.140102922055791	0.0458404941689583	0.0812325938492773	-0.013029834037555	1.49340525582043	0.598446597994608	0.94853077518894	-0.152145807422536	0.171106373893817	0.56497858239	0.368766902829871	0.882583646590017	0.968504032401854	0.450803006450188	0	0	0	0
52	11.9095873067919	-0.0706463997083286	-0.0507521793160866	0.000851868852562276	0.0207460892448044	-0.837254144645426	-0.736660862551561	0.0110593762674836	0.269335833029901	0.425119500722266	0.480953147136325	0.991428533576582	0.794025762404736	0.427658155279872	0.738325554203435	0	0	0	0
54	12.0796251995666	0.228983134091834	-0.168429736676089	0.0176360463894216	-0.379776824378501	1.07236191068998	-0.966055959074943	0.0904752392293269	-1.94830509518329	0.312745382450023	0.360412589934012	0.929983038734187	0.0847150510650147	1.26966335679994	0.344538742887027	0	0	0	0
55	14.4130772567966	-0.232555965634932	0.0941081737432601	-0.0874142731153515	0.23924986626284	-1.6662783611308	0.825834543558727	-0.686108884913209	1.87785647706088	0.131603334179422	0.431225624727571	0.510728231589521	0.0946752296461917	1.38953914393416	0.310436853053469	0	0	0	0
56	12.9513863133961	-0.0702977610813917	-0.023724493767828	-0.0815881156255465	-0.0350148483119828	-1.17060855158489	-0.483852269928366	-1.48829055203783	-0.638723759265799	0.273191475819578	0.640580409465415	0.172421452856336	0.539649253231147	1.28884411346791	0.338801992148954	0	0	0	0
57	7.61070680459113	-0.00105238565431875	0.0769174584471752	-0.0543815803210475	0.0235882637804465	-0.00462049351986979	0.413603305794901	-0.261550703895275	0.113448836150416	0.996418862324316	0.689294431939527	0.79982790187849	0.91228055550243	0.0606853750465318	0.979165387064067	0	0	0	0
58	11.8232691659377	0.0646505279307465	0.0226268867730042	0.170332666455868	0.128309025298126	0.950285472210365	0.407335674583227	2.74265122011991	2.06599774493331	0.367924061723313	0.69372020481437	0.0237196315723051	0.0702702011657842	4.21017242167864	0.0426706037315855	0	0	0	0
60	13.8957076909966	0.145017354850228	0.0706277288519139	0.146679297999773	0.0722896720014585	2.0733962753206	1.23675366310168	2.2973215188081	1.13221580237442	0.069446192190256	0.248908022136878	0.048515003524134	0.288144147060185	3.90313161880022	0.0510493892473005	0	0	0	0
61	5.62159402263271	0.188786126306906	-0.082603771011093	-0.00491810399498327	-0.276308001312982	0.996935065346387	-0.534247255862158	-0.0284501871308392	-1.59838310680725	0.346035807876293	0.606711601310081	0.977952766292227	0.146013869461008	0.867530979348726	0.494225804229263	0	0	0	0
63	11.959923257702	-0.100173530080861	0.0961459359617045	-0.110028156586749	0.0862913094558166	-0.721835731554393	0.848519756970706	-0.868520067971945	0.681150500734465	0.489567965941852	0.419154469587654	0.408708533082558	0.513709184534552	0.419528759560557	0.743672757905334	0	0	0	0
64	4.9077632621183	0.0353704239004209	0.190346099001743	0.0748897145899399	0.229865389691262	0.18431442863747	1.21481089955904	0.427495815565546	1.31214937557738	0.858042356799815	0.256759482687354	0.679529405339976	0.223432505947498	1.00764000860825	0.435108869743269	0	0	0	0
65	12.8467055322785	0.123861636823493	-0.109935152185367	0.0642795460959658	-0.169517242912894	1.03163086351122	-1.12142368181535	0.586476933946596	-1.54664988962755	0.330402140357596	0.292462948106014	0.57263483752566	0.157935355976681	0.927606455031921	0.467870440365532	0	0	0	0
66	13.0934271608968	0.165627805786851	0.013600078405041	0.215162575016199	0.0631348476343891	2.84385572257127	0.285996917799022	4.04698567666841	1.18750123740515	0.0201777893611256	0.781654154043224	0.00318826839359093	0.266813666291192	7.28974541153185	0.00968483098028166	0	0	0	0
67	11.9988625728525	-0.260319394803043	0.217717587685891	-0.208486495612192	0.269550486876742	-1.0281765173436	1.05317440981384	-0.902048123284687	1.16625064901048	0.331934084758515	0.320969893325965	0.391611341583224	0.274856645885682	0.733741591867825	0.558735634322301	0	0	0	0
68	12.368280561457	0.0811638229396756	-0.324659826676992	0.0998324820566587	-0.305991167560009	0.479896044181243	-2.35103371539297	0.646617072542396	-1.98191118677376	0.643278601749036	0.0445015690446573	0.534764964807237	0.0803231144803786	2.21638830996192	0.158752861542929	0	0	0	0
69	14.3791686292431	-0.00160482698627185	0.113600296954328	-0.0260466465780027	0.0891584773625969	-0.0203212173422758	1.7617594035444	-0.361296656321826	1.23672963647674	0.984251081664498	0.113534780831727	0.726599794105175	0.248916509733035	1.16246686640762	0.378726701922536	0	0	0	0
70	9.92055226957203	-0.0636189685065212	0.132531990916156	-0.0120263024318188	0.184124656990859	-0.505268693626316	1.28914603882875	-0.104630550668802	1.60191084183007	0.626072292525603	0.230962345173688	0.919070039241919	0.145231245424001	1.01270603244556	0.433121826122285	0	0	0	0
71	6.28482299716801	0.0119937656446059	0.023503375550578	-0.0232274033550555	-0.0117177934490833	0.0838246549909435	0.201183373209676	-0.177831012338685	-0.0897124417901217	0.935115822139041	0.845235869128774	0.862976417276112	0.930571579926104	0.027763690787987	0.993295406557838	0	0	0	0
72	13.2725351342974	0.00855599810053675	0.0159106710282568	0.0841727400195751	0.0915274129472952	0.125966767124211	0.286892655166998	1.35752361072079	1.47613852270045	0.902655728538325	0.780990840097899	0.209187599171688	0.175581781959197	1.37099852173374	0.31544633589534	0	0	0	0
73	11.6547545597531	0.0799254391831781	-0.258124650877011	-0.293466472274456	-0.631516562334646	0.268624057176601	-1.06251478979186	-1.08046073135255	-2.32506576139032	0.794555684803625	0.316945571597027	0.309323477939308	0.0463990657226395	2.33330063633574	0.145362074938567	0	0	0	0
74	11.9215740944639	0.197767721871111	-0.102397837647114	0.191271798515061	-0.108893761003165	1.93653530834217	-1.22802278289789	2.05168920536656	-1.16805590639316	0.0863067166355086	0.252008039840106	0.0718907020332485	0.274165859598395	1.88287095309983	0.205960104889082	0	0	0	0
75	15.049483980931	-0.0171946627765625	0.124816290630708	-0.0784329871298954	0.063577966277375	-0.182323621112765	1.62093715132174	-0.911042534011603	0.738493249131479	0.859556729962435	0.141075320364001	0.387113091456148	0.479895163488825	0.891855259735676	0.483366739931886	0	0	0	0
76	13.805572787365	0.0222323944940523	-0.00616377361855136	-0.0244419120403219	-0.0528380801529256	0.342705839506713	-0.116366393291436	-0.412725273972844	-0.892221978024437	0.740052362243551	0.910035871303181	0.689913686057591	0.396568272167083	0.327477365055762	0.805757264256918	0	0	0	0
77	12.4394087693102	0.0244424232264606	-0.0270326050901701	0.0881400536170407	0.0366650253004099	0.342584506165108	-0.464041676679846	1.35327915153902	0.562945134402578	0.740140476527412	0.654147080554342	0.210486452142216	0.587854879282531	0.722885526192142	0.564337202728317	0	0	0	0
78	8.36142609483955	0.0540070422768757	-0.0458409877630537	0.0610786717732914	-0.038769358266638	0.563950839916107	-0.586260252641479	0.698668336399913	-0.443475967257179	0.58719989276589	0.572773970784985	0.503225567803758	0.668375217554914	0.231434402101225	0.872144979549563	0	0	0	0
79	3.27501372887094	-0.210436273877579	0.412173013388472	-0.535254433986846	0.087354853279205	-1.02757584918613	2.46500876710343	-2.86315053227931	0.467273279364713	0.332201023846101	0.0370462539192287	0.0195665478935907	0.651924590006476	3.33409808441472	0.0726177813540164	0	0	0	0
80	12.3385661257984	0.210063730505389	-0.143587310046549	0.106577169344227	-0.247073871207711	1.38582386244553	-1.16016203726347	0.770214633617273	-1.78555981885773	0.200701697660275	0.277196822806237	0.461818841447981	0.109403380123627	1.26064888434208	0.347273434265464	0	0	0	0
81	11.9142568790734	0.0965908847799106	-0.156093519747545	0.0535563356417956	-0.19912806888566	0.7465488096622	-1.47758531504897	0.453443875857825	-1.68595185360539	0.475261871656422	0.175202862757582	0.661460966430196	0.127677109658601	1.1667104820207	0.377301805324313	0	0	0	0
82	11.9409983594329	0.0268351868050427	-0.00606545973270478	0.173581443854879	0.140680797317131	0.391350230242493	-0.108335383299442	2.77303205824524	2.24743124769751	0.705063790787211	0.916216683897505	0.0225942210143874	0.0525625121983616	4.25580582038143	0.0415737070219194	0	0	0	0
83	6.14789147005189	0.0456817562996736	0.00960963429765016	0.202628175939155	0.166556053937132	0.65168776630092	0.167899447031751	3.16655644346371	2.60284209413642	0.531641232722135	0.870546816941858	0.0121089301408355	0.0296819378755698	5.69862230396372	0.019575622622194	0	0	0	0
84	12.7123561060631	-0.0139823563960739	-0.0111486117755657	0.102463355302234	0.105297099922742	-0.216757611716222	-0.211670536960641	1.74001577618906	1.78813795929376	0.833454995829518	0.837298326523999	0.117435397350466	0.108964359301315	2.10524088968494	0.172883049761849	0	0	0	0
85	5.1935923921598	0.132316443569676	0.0968563954054602	0.211417191435939	0.175957143271724	1.27982497725642	1.14738903241958	2.2401014365322	1.8643793663796	0.234073583354017	0.282158245267463	0.0531845542913342	0.0967029036024139	3.79261163162064	0.0545502836393735	0	0	0	0
86	11.4020243573563	0.0915584299185532	-0.141049545967364	-0.0111320935889658	-0.243740069474883	0.547605408758308	-1.03320551221648	-0.0729351472879052	-1.59693392128285	0.59789444490673	0.329705606711385	0.943526897592645	0.146336471947569	0.920538889086853	0.470890659954814	0	0	0	0
87	5.06500583708419	-0.0361221098297291	0.384749268743177	-0.250349952749253	0.170521425823654	-0.302870095669436	3.95099716972075	-2.29943651019037	1.56622035675538	0.76919133420029	0.00366932342355618	0.0483503938980694	0.153326442528804	5.3236372979404	0.0235237634322142	0	0	0	0
88	12.1270253711811	0.164259223590804	-0.175442942057497	0.11017765170622	-0.229524513942081	1.43235114296174	-1.87370520973042	1.0524558052356	-2.19249914480239	0.187395494296348	0.0952954832266671	0.321281133565106	0.0574040142411456	2.07075013925334	0.177571808864378	0	0	0	0
89	11.8169104570582	-0.0134678852416776	-0.00343268572307664	0.0643228629819745	0.0743580625005755	-0.223722038462219	-0.0698375562072352	1.17048364590281	1.35309425083167	0.828200955132677	0.945920892861877	0.273239089064889	0.210543190177343	1.07971717839803	0.407766621324925	0	0	0	0
90	6.55898722761538	0.178282735990276	-0.0275549407842055	0.289751868650355	0.0839141918758735	1.12299565008202	-0.212575835806306	1.99933538432242	0.579021677567528	0.291830696112379	0.836614025749829	0.0781325922587624	0.57743281292594	1.54342342845692	0.272255381972466	0	0	0	0
91	6.46105590932197	-0.000277916653281807	0.0371126221768421	0.0169312793066672	0.054321818136791	-0.00330052846355327	0.539804102671362	0.220266934804838	0.706697949829767	0.997441903170532	0.603035408383777	0.830806405372459	0.498465148014247	0.240343770473932	0.865996566853558	0	0	0	0
92	12.2913730968167	0.163571736749748	-0.125122178287498	0.124138242858432	-0.164555672178814	1.72826286736139	-1.61912903252528	1.4368047361864	-1.90460541174638	0.119595088332553	0.141465583968438	0.186162984366142	0.0907692250499809	1.90596336623122	0.20219251836231	0	0	0	0
93	11.8216491222481	0.0623621626922137	-0.0750449765934338	0.075094053985703	-0.0623130852999445	0.789970902483555	-1.16427931855261	1.04204410382272	-0.864688742735501	0.450790600940393	0.275612583233839	0.325816778629517	0.410695308348047	0.665109273477735	0.595103921487281	0	0	0	0
94	13.073402571633	0.017413781496332	0.0440794486598719	0.00991058821793089	0.0365762553814708	0.268264785526378	0.8316725360047	0.167247883911968	0.617249065288263	0.794823207829675	0.428096532842374	0.871043975280723	0.553070264834129	0.357120977983412	0.785494567593944	0	0	0	0
95	6.65636588251439	0.055584352724046	0.0512863014909781	0.0826710203258783	0.0783729690928103	0.417075479082827	0.471312670490381	0.679525917127144	0.644197488924648	0.68684800884472	0.64915168972793	0.514688200159106	0.53625936829174	0.424069805493874	0.740682709107603	0	0	0	0
96	11.7516818365068	0.135280484000345	-0.134911011946908	-0.00766135353694608	-0.2778528494842	1.06241035450092	-1.29762790346563	-0.0659102976554767	-2.39035621128977	0.316990350744439	0.228161445652043	0.948956930057019	0.0417740334419583	1.94305883956214	0.196311088958151	0	0	0	0
97	8.94542236236374	-0.00403791698458278	0.0849374224990225	-0.194735757722212	-0.105760418238606	-0.0336370767919477	0.866573827011689	-1.77703993789453	-0.965105172551451	0.97393479119882	0.409716931120272	0.110865950114894	0.360862206941359	1.5039205179894	0.281505347587766	0	0	0	0
98	10.8312167310014	0.084798219348114	-0.0180879771235141	0.0694998415152295	-0.0333863549563986	1.16437805880762	-0.304188583130325	1.04539812701448	-0.502188669475046	0.275574679915426	0.76822038718709	0.324350320228009	0.62814848696675	0.531948405106527	0.672185375374319	0	0	0	0
99	12.4816474233433	0.134364164504646	-0.158484038216548	0.0873877083116792	-0.205460494409515	1.08818673361273	-1.5719948871011	0.775284219889534	-1.82279959280165	0.306086408445241	0.151989758813818	0.458972031407073	0.103219534147856	1.40132084017546	0.307301627260951	0	0	0	0
100	11.9338364163065	-0.176576420230708	0.147754852673099	-0.143375829392779	0.180955443511028	-1.83295389029245	1.87847843930255	-1.63036708233333	2.057695496646	0.101591053901539	0.0945826295053659	0.139055755203468	0.0712061162863578	2.32656866590075	0.146095250475235	0	0	0	0
101	8.19273402944749	-0.217907819091398	-0.00936195160104525	-0.0664631232862583	0.142082744204094	-2.02834544044277	-0.106728677286183	-0.677704665049484	1.44877540821281	0.074612166796947	0.917453968345685	0.515787095305028	0.182885167627355	1.47428376060048	0.288687528600639	0	0	0	0
