,DFC_126_2_Acetyl_norm,DFC_127N_2_Acetyl_norm,DKO_127C_2_Acetyl_norm,DKO_128N_2_Acetyl_norm,DKO_128C_2_Acetyl_norm,S3FL_129N_2_Acetyl_norm,S3FL_129C_2_Acetyl_norm,S3KO_130N_2_Acetyl_norm,S3KO_130C_2_Acetyl_norm,S3KO_131_2_Acetyl_norm
13657,26.394174739689397,26.76813998427238,58.595751021615705,49.66488159941001,71.81977136909286,21.87329185051245,31.227990285204204,23.99647867069363,25.1557175677859,14.028273482606302
13978,2.0468951838942795,4.984412272933478,11.71915020432314,7.856591439454691,7.397744690378664,2.103201139472351,5.414140730561719,2.9213104468670505,2.749815280689147,3.044896569868034
13985,33.50444222058532,27.968091087015626,65.13667206588909,55.46379432853133,66.06596994324278,30.07577629445462,38.76911487420089,31.404087303820795,31.67379823312314,29.79648786228005
14011,25.532324135944435,31.93716011916636,103.5645832009952,78.37885269360751,88.67018983051092,26.710654471298856,32.871568721267586,23.787813638774555,32.48855831629029,31.101443535080637
14014,18.529787980516637,19.476129436832665,74.85720750668425,59.48562089872838,79.4230089675376,13.039847064728576,33.06493089021622,28.169779309075132,19.248706964824027,15.876960685740464
14094,18.3143253295804,29.99877756858112,127.54796036333093,107.18635463827471,129.1522927195275,19.24429042617201,34.32178498838233,34.74272781452599,38.90479397123164,32.623891820014656
14095,95.9886109920949,123.4103557205937,643.8264922328535,474.3884735823118,574.1471851366107,77.18748181863528,139.12408055854135,132.29363023669356,155.82286590571832,130.93055250432548
14100,10.01901326853516,5.169020134893977,58.95913552407534,40.21826570197044,40.48210288901657,3.4702818801293787,10.924962545597756,18.049525260999992,13.545386382653946,9.569674933870965
14101,1.93916385842616,6.184363375676723,75.22059200914387,58.924435795910185,54.147381275410496,3.9960821649974663,2.997113618703809,4.173300638381501,7.434685758900286,4.458598548735336
14114,276.0076558493234,286.14218603877373,1248.3166120744518,961.9647970808511,1119.6281095980041,183.81977958988347,356.6565206257533,310.28490246366454,318.97857255994103,277.62931938832475
14127,3.1242084385754794,5.445931927834726,14.535380098385291,13.561973318106311,16.850418461418066,7.781844216047698,8.024530011368263,5.007960766057801,8.45313586285923,6.9597635882697935
14131,39.968321748672516,43.47515149169756,321.50443855115964,246.45379098765608,254.6057130938657,36.49053976984529,53.94804513666856,89.72596372520226,91.96604438749257,75.36119010423384
14133,1.93916385842616,2.21529434352599,9.993073817639887,9.540146747909267,10.788377673468885,6.625083589337905,4.253967716869923,4.486298186260113,6.721770686129026,5.546061609402491
14143,17.12928074943108,12.276422820373197,121.09788544467247,80.81065480581968,105.520608291929,10.30568558341452,14.212119417724514,30.047764596346806,28.312912890058623,25.555381925678144
14147,10.234475919471398,19.291521574872164,403.9927206094962,296.8669193908237,385.0937097158227,19.980410824987334,26.200573892539754,99.5332202253988,102.25239043747791,96.56671978724337
