,CrATFL_126_1_Acetyl_norm,CrATFL_127N_1_Acetyl_norm,CrATFL_127C_1_Acetyl_norm,CrATKO_128N_1_Acetyl_norm,CrATKO_128C_1_Acetyl_norm,CrATKO_129N_1_Acetyl_norm,DFC_129C_1_Acetyl_norm,DFC_130N_1_Acetyl_norm,DKO_130C_1_Acetyl_norm,DKO_131_1_Acetyl_norm
31118,42.70802314918163,40.096623569746455,45.90066759060316,50.666988637891095,38.25604811270629,42.29422773778945,48.05573840785145,46.560505799199454,49.247618336730284,54.38465669738444
31119,18.464939420381466,12.330182365344568,18.596120268920252,15.22938386803663,15.463074565240863,17.403366437559296,16.75691078750732,15.41872958927738,20.38914134960171,16.47731279973294
31156,76.74882983573522,75.3929471346641,67.58102244071019,92.25492150829882,104.52636767802427,85.70146146867863,65.29416962028714,47.067700851478314,170.641429141282,144.29554272598497
31300,13.18924244312962,11.388947070280096,10.704108252354096,12.984025990056871,12.149558586974964,11.130059930997223,11.267577943323888,8.419437867829096,17.56602947042609,13.524730737353048
31301,32.78468835863649,25.978094143779394,28.665239048677073,32.21600433623133,36.14744703562799,36.020921231227376,26.098407031117723,23.229533394371842,144.29238493564287,98.10192013713831
31303,57.02777208743664,48.850111813846034,47.170646535797715,51.447982682405794,55.72731417992649,44.92496917602516,46.996393473009036,36.92379980590109,85.42527426986973,70.9572140797748
31305,38.68844449984689,40.66136474678514,44.358550300009775,51.15510991571278,53.01625565225439,45.532063354079554,38.71424216424105,29.01155699035086,72.3553118662789,57.813461673051414
31306,24.745531059967,21.836658845495723,18.142556359922196,27.627664324707478,30.122872529689992,24.78967893722109,20.512770101948618,19.070533965685183,67.85924479944364,44.38397551835578
31336,72.47802752081705,84.80530008530882,63.317521696128466,99.08861939780243,137.36029873538638,100.7776335570294,84.07346619249363,56.09577278204205,141.78295215415343,118.00803791253823
31339,292.173123073519,270.69927086054184,231.04545524360918,312.49524206144395,469.2139444374711,352.1146232715485,255.87995380693647,162.30241672923557,516.1066753929952,442.50633102635396
31341,147.0914561990932,141.9382824957222,127.17932008305459,162.54438551462172,264.37841123557916,182.22943577932728,142.24113352384086,100.1203033198472,289.52580716434426,220.87218718254732
31342,57.15338392022835,44.426305927043025,46.62636984500005,53.498092049256876,67.17400574120869,56.56094092206771,46.22596079312364,34.48926355496256,93.79005020816787,76.19566612593266
31345,41.200681155681096,38.02590592060462,37.282953319640114,48.226382248782656,56.631000355817186,45.63324571708862,39.677283014097796,32.460483345847116,59.70358825960296,53.43221087081028
31470,3.5171313181678983,4.894423534335249,5.624192471575881,10.250546834255424,7.1290798320266315,7.183947773643662,8.089543138796637,6.289218648257879,9.514932629814131,7.143343699306188
31473,16.83198559408923,14.306776484979956,13.879055615340482,15.61988089029398,17.872904367616062,14.469077910296392,17.431039382407043,6.999291721448285,18.402507064255904,19.239405696798
